21.8,0.58,0,0,0,-68,-61,-94,-54,-92,0,-80,0,-94,-75,0,-56,0,-90,-96,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,-83,0,0,-83,0,-92,-71,0,-81,0,0,-91,0,0,0,0,0,0,-92,0,-75,0,0,0,0,0,0,-73,-90,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,-77,0,0,0,-82,0,0,-61,-70,0,0,0,0,-87,-52,0,0,0,0,-87,0,-51,0,0,0,0,0,0,0,-71,0,0,-89,0,0
21.8,0.58,0,0,0,-74,-62,-91,-52,-92,0,-81,0,-89,-73,0,-51,0,-91,-94,0,-92,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,-82,0,-91,-84,-93,0,-70,0,-81,0,0,-92,0,0,0,0,0,-88,-94,0,-72,0,0,0,0,0,0,-75,-90,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-77,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,-80,0,0,0,-80,0,0,-63,-67,0,0,0,0,-88,-52,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,-71,0,0,-90,0,0
21.8,0.58,0,0,0,-72,-58,-93,-54,0,0,-82,0,-88,-75,0,-59,0,0,-93,0,-91,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,-91,-83,0,0,-71,0,-84,0,0,-91,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,-70,-89,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,-92,0,0,0,-93,0,0,-78,0,0,0,-79,0,0,-61,-72,0,0,0,0,0,-55,0,0,0,0,-88,0,-56,0,0,0,0,0,0,0,-68,0,0,-92,0,0
21.8,0.58,0,0,0,-62,-62,-92,-53,0,0,-86,0,0,-74,0,-51,0,-92,-92,0,-89,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-88,0,-90,0,0,0,-67,0,-80,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,-87,0,0,0,0,0,0,-79,0,0,0,-78,0,0,-61,-70,0,0,0,0,0,-55,0,0,0,0,-86,0,-55,0,0,0,0,0,0,0,-71,0,0,0,0,0
21.8,0.58,0,0,0,-69,-62,0,-57,0,0,0,0,-88,-73,0,-55,0,0,-90,0,-87,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,-80,0,0,-80,0,0,-70,0,-82,0,0,-92,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,-76,0,0,-61,-71,0,0,0,0,-87,-56,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,-70,0,0,-94,0,0
21.8,0.58,0,0,0,-69,-61,-91,-53,0,0,-87,0,-87,-74,0,-50,0,0,-93,-92,-88,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,-81,0,0,-81,0,0,-67,0,-78,0,0,-92,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,-71,-88,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,-91,0,0,0,-89,0,0,-76,0,0,0,-76,0,0,-62,-67,0,0,0,0,-88,-53,0,0,0,0,0,0,-53,0,0,-93,0,0,0,0,-63,0,0,0,0,0
21.8,0.58,0,0,0,-71,-61,-89,-54,-92,0,-84,0,-84,-75,0,-52,0,-93,-92,0,-85,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-79,0,0,-82,0,0,-66,0,-83,0,0,-90,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,-71,-88,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,-92,0,0,-80,0,0,0,-80,0,0,-61,-69,0,0,0,0,-87,-53,0,0,0,0,0,0,-55,0,0,0,0,0,0,0,-68,0,0,0,0,0
21.8,0.58,0,0,0,-71,-66,-95,-74,0,0,-88,0,-91,-76,0,-56,0,-91,-95,0,-91,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,-68,0,-82,0,0,-89,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,-82,0,0,-62,-73,0,0,0,0,-90,-58,0,0,0,0,-86,0,-59,0,0,0,0,0,0,0,-66,0,0,0,0,0
21.8,0.58,0,0,0,-74,-72,0,-61,0,0,-83,0,-88,-76,0,-49,0,-93,0,0,-89,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,-89,0,0,0,-91,0,-71,0,-82,0,0,-89,0,0,0,0,0,-89,0,0,-69,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,-85,0,0,-65,-72,0,0,0,0,0,-57,0,0,0,0,0,0,-57,-90,0,-94,0,0,0,0,-66,0,0,0,0,0
21.8,0.58,0,0,0,-74,-66,-90,-55,0,0,-84,0,-87,-77,0,-53,0,-91,-93,0,-87,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,-87,0,0,-89,-88,0,-74,0,-85,0,0,-88,0,0,0,0,0,-86,0,0,-78,0,0,-92,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,-85,0,0,0,-82,0,0,-61,-74,0,0,-93,0,-88,-55,0,0,0,0,-86,0,-56,-90,0,0,0,0,0,0,-67,0,0,0,0,0
21.6,0.58,0,0,0,-70,-62,0,0,0,0,-85,0,-87,-78,0,-49,0,-90,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,-88,0,0,0,0,0,0,0,0,-80,0,0,-89,-90,0,-70,0,-81,0,0,-84,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-84,0,0,0,-81,0,0,-67,-78,0,0,0,0,-91,-59,0,0,0,0,0,0,-59,-87,0,0,0,0,0,0,-65,0,0,-88,0,0
21.6,0.58,0,0,0,-77,-62,0,-59,0,0,-91,0,0,-82,0,-47,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,-91,-88,0,-70,0,-84,0,0,-88,0,0,0,0,0,-91,0,0,-70,0,0,0,0,0,0,-82,-88,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-88,0,0,0,0,0,0,0,0,0,-92,0,0,0,-87,0,0,0,0,-83,-92,0,0,0,0,0,0,0,-86,0,0,0,-80,0,0,-70,-77,0,0,-92,0,0,-56,0,0,0,0,0,0,-55,-86,0,-87,0,0,0,0,-71,0,0,-91,0,0
21.6,0.58,0,0,0,-66,-63,-91,-60,0,0,-79,0,0,-73,0,-58,0,-90,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-89,0,0,0,0,0,-91,0,-91,-91,-88,-92,0,0,-81,0,0,-89,0,0,0,0,0,-91,0,0,-70,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-90,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,-91,0,0,0,0,0,-88,0,0,0,0,0,0,-84,0,0,0,-83,0,0,0,-77,0,0,-91,0,-86,-57,0,0,0,0,-92,0,-59,0,0,-93,0,0,0,0,-65,0,0,-87,0,0
21.6,0.58,0,0,0,-69,-60,0,-57,0,0,-77,0,-90,-75,0,-49,0,-92,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-91,0,0,0,0,0,-88,0,0,-86,-87,0,-68,0,-80,0,0,-85,0,0,0,0,0,-91,0,0,-71,0,0,0,0,0,0,-77,-89,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-86,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,-82,0,-90,0,0,0,0,-90,0,-81,0,0,0,-81,0,0,0,-68,0,0,-93,0,-89,-54,0,0,0,0,-89,0,-56,0,-86,-92,0,0,0,0,-71,0,0,-92,0,0
21.6,0.58,0,0,0,-67,-70,0,0,-91,0,-81,0,0,-77,0,-48,0,-91,0,0,-91,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,-85,-90,0,-71,0,-84,0,0,-89,0,0,0,0,0,-92,0,0,-74,0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-83,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,-81,0,-89,-90,0,0,0,0,0,-84,0,0,0,-84,0,0,-66,-74,0,0,-91,0,-88,-56,0,0,0,0,0,0,-55,-85,0,-93,0,0,0,0,-69,0,0,-87,0,0
21.6,0.58,0,0,0,-69,-64,0,-64,0,0,-82,0,0,-82,0,-50,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,-89,-88,0,-72,0,-79,0,0,-92,0,0,0,0,0,-89,0,0,-71,0,0,0,0,0,0,-77,-89,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,-91,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,-91,-87,0,0,0,0,-88,0,-82,0,0,0,-82,0,0,-69,-75,0,0,-91,0,0,-58,0,0,0,0,0,0,-59,-85,0,0,0,0,0,0,-70,0,0,-86,0,0
21.6,0.58,0,0,0,-70,-61,0,-57,0,0,-79,0,0,-78,0,-47,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,-72,0,-83,0,0,-88,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,-78,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,-82,0,0,0,-81,0,0,0,-78,0,0,-89,0,-90,-57,0,0,0,0,0,0,-56,-87,-89,-95,0,0,0,0,-71,0,0,0,-92,0
21.6,0.58,0,0,0,-74,-72,0,-61,0,0,-84,0,0,-78,0,-49,0,-91,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,-92,0,0,0,0,0,0,0,0,0,-86,-93,-68,0,-78,0,0,-88,0,0,0,0,0,-90,0,0,-74,0,0,-92,0,0,0,-79,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-89,0,-78,0,0,0,-78,0,0,-69,-76,0,0,-88,0,0,-58,0,0,0,0,-87,0,-59,0,0,-94,0,0,0,0,-70,0,0,-88,0,0
21.6,0.58,0,0,0,-71,-63,0,-61,0,0,-82,0,0,-79,0,-49,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,-90,0,0,0,0,0,0,0,0,0,-89,0,-71,0,0,0,0,-89,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-80,-87,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,-91,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,-86,-93,0,-90,0,0,0,-89,0,-81,0,0,0,-79,0,0,-71,-79,0,0,-90,0,-91,-58,0,0,0,0,-89,0,-58,0,0,0,0,0,0,0,-72,0,0,-92,0,0
