00:0E:8F:FE:DE:E4,00:1D:0F:EE:5A:9A,00:6B:8E:4A:37:8C,04:8D:38:C8:40:12,14:CC:20:A5:38:EA,14:DD:A9:F3:A2:B0,3C:33:00:A7:34:E6,48:02:2A:7B:16:9C,54:67:51:BB:3E:BC,54:B8:0A:4F:ED:3C,54:B8:0A:4F:F0:D8,56:67:11:BB:3E:BC,64:66:B3:45:13:46,64:66:B3:F7:8C:BC,78:54:2E:53:1E:E2,82:F3:A3:45:D5:98,88:53:D4:05:70:01,90:5C:44:F8:E8:F6,90:F6:52:A1:53:1A,92:5C:14:F8:E8:F6,9C:B2:B2:CC:4D:E0,BC:75:74:F4:C5:E2,BC:75:74:F4:C5:E5,BC:C0:0F:63:C3:80,C0:4A:00:DE:66:4C,C8:3A:35:06:A0:50,C8:3A:35:0F:D1:C8,C8:3A:35:19:06:E0,C8:3A:35:21:B8:38,C8:3A:35:3B:13:38,C8:3A:35:3F:7A:20,C8:3A:35:55:5E:68,D0:17:C2:A4:84:FC,D4:21:22:38:D6:C4,DC:53:7C:D8:A8:2B,DE:53:1C:D8:A8:2B,E8:94:F6:29:59:0C,E8:94:F6:41:4D:0C,E8:DE:27:43:64:CE,EC:08:6B:45:56:CC,F4:F2:6D:32:01:9C,F4:F2:6D:A7:B9:02,F8:D1:11:2B:93:68,F8:D1:11:3E:89:52,FC:75:16:78:FC:D3,x,y
0,0,-81,-75,0,-82,-71,0,-82,0,-83,-81,0,0,0,0,0,-80,-55,-82,0,0,0,0,-77,-78,0,0,0,0,0,-80,0,0,-86,-84,0,-67,0,0,-75,0,-84,-83,-81,-0.493444,1.383606
0,0,-82,-78,0,-79,-62,0,-78,0,-79,-78,0,-84,-83,0,0,-75,-55,-75,0,0,0,0,-71,-75,0,0,0,-75,0,-76,0,0,0,0,0,-62,0,0,-73,0,-79,0,-79,-0.209438,2.309216
0,0,-83,-73,0,-81,-70,-80,0,0,-83,0,0,0,0,0,0,-80,-58,-80,0,0,0,0,-70,-73,0,0,0,-81,0,-84,0,0,0,0,0,-63,0,0,-78,0,-84,-85,-79,1.722736,2.156277
0,0,0,-75,0,-79,-74,-82,0,0,-85,-83,0,0,0,0,0,-81,-68,-82,0,0,0,0,-69,-78,0,0,0,-77,0,-78,0,0,-81,-82,0,-62,0,0,-83,0,-82,-83,-80,3.190226,0.688244
0,0,-84,-80,-78,-81,-75,-82,0,0,-83,0,0,0,0,0,0,-76,-71,-78,0,0,0,-83,-77,0,0,0,0,-80,-85,-76,0,0,0,0,0,-64,0,0,-77,0,-84,-83,-82,3.09107,-0.810097
0,0,0,-82,-82,-82,-76,-82,0,0,0,0,0,-83,0,0,0,-84,-73,-85,-84,0,0,0,-70,-70,0,0,0,-73,0,-72,0,0,0,0,0,-62,0,0,-80,0,-82,-91,-82,3.339712,-1.141933
0,0,0,-78,0,0,-73,0,0,0,0,0,0,-81,0,0,0,-80,-73,-80,-84,0,0,-80,-72,-72,0,0,0,-73,0,-76,0,0,0,0,0,-55,0,0,-79,0,-80,-81,-77,2.911381,-1.695637
0,0,0,-76,0,0,-70,0,0,0,-83,0,0,0,0,0,-80,-76,-70,-76,0,0,0,-80,-70,-73,0,0,0,-75,0,-82,0,0,-80,-83,0,-67,0,0,-80,0,-85,-84,-83,1.392553,-1.217518
0,0,-84,-72,0,-81,-75,-84,0,0,-84,0,0,0,0,0,-79,-80,-64,-80,0,0,0,0,-80,-70,0,0,0,-79,0,-84,0,-83,-83,-84,0,-66,0,0,-79,0,0,0,-76,1.230291,0.340443
0,0,0,-73,0,0,-64,0,0,0,-81,0,0,0,0,0,0,-80,-59,-85,0,0,0,-84,-74,-66,0,0,0,-77,0,-84,0,0,0,0,0,-60,0,0,-74,0,-81,0,-72,2.511679,1.434326
0,0,0,-70,0,0,-73,-84,0,0,-80,0,0,0,0,0,0,-77,-64,-77,0,0,0,0,-69,-69,0,0,0,-72,0,-84,0,0,0,0,0,-61,0,0,-72,0,-79,0,-78,2.808941,2.22851
0,0,-84,-75,-80,-82,-76,-84,0,0,-82,0,-81,0,0,0,0,-79,-65,-79,-84,0,0,0,-72,-73,0,-81,0,-72,0,-82,0,0,0,0,0,-64,0,0,-74,0,0,0,-81,2.923916,2.880762
0,0,0,-79,-81,0,-71,-83,0,0,0,0,-85,-84,0,0,0,-81,-68,-82,0,0,0,0,-71,-75,0,-81,0,-77,-84,-74,0,0,0,0,0,-58,0,0,-79,0,-83,0,-78,2.885996,3.712328
0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,-82,-75,-83,-83,0,0,0,-80,-70,0,0,0,-72,0,-80,-83,0,0,0,0,-57,0,0,-84,0,0,0,-84,2.798014,4.507483
0,0,0,0,0,0,-81,0,0,0,0,0,-79,0,0,0,0,-83,-80,-82,0,0,0,0,-80,-70,0,0,0,-74,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,1.954117,4.390902
0,0,0,-82,0,-82,-75,-85,0,0,0,0,0,0,0,0,0,-83,-71,-84,-81,0,0,-82,-79,-73,0,0,0,-81,0,-78,0,0,0,0,0,-60,0,0,0,-84,0,0,0,2.701267,2.374577
0,0,0,-81,0,-81,-76,-74,0,0,0,0,0,0,0,0,0,-81,-71,-83,0,0,0,-84,-74,-76,0,0,0,-78,0,-73,0,0,0,0,0,-51,-83,0,-76,0,-81,0,0,2.795893,1.293173
0,0,0,-77,-80,-84,-74,-83,0,0,-83,0,0,-84,0,0,0,-80,-72,-81,0,0,0,0,-73,-72,0,0,0,-76,0,-72,0,0,0,0,0,-59,-82,0,-74,0,0,0,-82,2.31271,0.300343
0,0,0,-78,0,-81,-69,-83,0,-83,-84,0,0,0,0,0,0,-77,-69,-81,0,0,0,0,-73,-73,0,0,0,-74,0,-81,0,0,-84,-86,0,-59,0,0,-71,0,-83,-82,-76,2.217396,-0.736294
0,0,0,-76,0,-78,-75,0,0,0,-81,0,0,0,0,0,0,-83,-70,-82,0,0,0,0,-69,-71,0,0,0,-77,0,-79,0,0,0,0,0,-66,0,0,-70,0,0,-83,-76,1.394894,-1.197418
-81,0,0,-71,0,-78,-71,0,-81,0,-84,-82,0,0,0,0,-80,-81,-68,-84,0,0,0,-82,-74,-73,0,0,0,0,0,0,0,-83,0,0,0,-76,0,0,-78,0,-80,-82,-80,0.578007,0.255976
0,0,-84,-71,0,0,-70,0,0,0,-82,0,0,-84,0,0,0,-78,-71,-77,0,0,0,-85,-76,-72,0,0,0,0,0,-80,0,0,0,0,0,-66,0,0,-75,0,-85,0,-83,1.166759,1.218632
0,0,0,-76,0,-85,-75,-83,-84,0,-79,0,0,0,0,0,0,-84,-55,-82,0,0,0,0,-74,-73,0,0,0,-79,0,-78,0,0,0,0,0,-66,-83,0,-83,0,-78,0,-75,1.738123,1.938656
0,0,0,-77,0,-82,-76,-83,0,0,-86,0,0,0,0,0,0,-81,-67,-80,0,0,0,0,-73,-78,0,0,0,-78,0,-73,0,0,0,0,0,-64,0,0,-70,0,-82,0,-80,2.914608,1.827576
0,0,-82,-76,0,0,0,-83,0,0,0,0,0,0,0,0,0,-83,-64,0,0,0,0,0,-72,-72,0,0,0,-75,-85,0,0,0,0,0,0,-59,0,0,-72,0,-83,-85,-85,2.678274,2.481873
0,0,-84,-80,0,0,-70,0,0,0,0,0,0,-84,0,0,0,-83,-67,-82,0,0,0,-83,-70,-73,0,0,0,-79,0,-80,0,0,0,0,0,-58,0,0,-72,0,0,0,-81,2.36907,2.93926
0,0,0,-81,0,-82,-74,-85,0,0,-84,0,0,0,0,0,0,-82,-69,-86,-81,0,0,0,-75,-77,0,0,0,-77,-85,-78,0,0,0,0,0,-57,0,0,-77,0,0,0,-81,2.221447,3.360199
0,0,0,-80,0,0,-76,-83,0,0,0,0,0,-81,0,0,0,-83,-71,-84,-83,0,0,0,-70,-75,0,0,0,-73,-86,-75,0,0,0,0,0,-53,0,0,-81,0,0,0,-81,3.696167,2.638882
0,0,0,-78,-85,0,-75,-80,0,0,0,0,0,0,0,0,0,0,-75,-77,-81,0,0,0,-78,-75,0,-80,0,-69,0,-78,0,0,0,0,0,-54,0,0,-84,0,0,-83,-80,4.212378,2.453125
0,0,0,-79,-81,0,-76,-77,-83,0,0,0,0,-83,0,0,0,-83,-76,-85,-83,0,0,0,-71,-76,0,0,0,-79,-79,-74,0,0,0,0,0,-56,0,0,-80,0,0,-84,-86,3.79213,1.238804
0,0,0,-77,-79,-83,-72,-83,0,0,0,0,0,-81,0,0,0,-78,-69,-78,-85,0,0,0,-73,-76,0,0,0,-81,-81,-76,0,0,0,0,0,-51,-82,0,-75,0,-83,0,-76,3.673702,1.115955
0,0,-85,-74,-80,0,-72,-80,0,0,0,0,0,-80,0,0,0,-81,-66,-81,0,0,0,0,-79,-75,0,0,0,0,0,-74,0,0,0,0,0,-46,-81,0,-77,0,0,-80,-77,2.775669,0.418879
0,0,0,-73,-82,-81,-72,-84,0,0,-83,0,0,0,0,0,0,-80,-68,-79,0,0,0,0,-72,-71,0,0,0,-75,0,-76,0,0,0,0,0,-55,0,0,-75,0,-80,-76,-74,2.820805,-0.746178
0,0,0,-82,0,-79,-73,0,0,0,0,0,0,0,0,0,-83,-79,-72,-80,0,0,0,0,-70,-75,0,0,0,-75,0,-83,0,-85,0,0,0,-65,0,0,-79,0,0,-80,-81,2.227283,-1.686646
0,0,-83,-71,0,0,-77,0,0,0,-82,0,0,0,0,0,-83,-82,-68,-82,0,0,0,0,-71,-72,0,0,0,-78,0,0,0,-81,0,0,0,-71,0,0,-77,0,0,0,-81,1.136139,-0.183542
0,0,-81,-70,0,0,-72,-82,0,0,0,0,0,0,0,0,0,-83,-58,-82,0,0,0,0,-78,-73,0,0,0,-86,0,-81,0,0,0,0,0,-57,0,0,-69,0,0,-80,-79,0.629501,0.308979
-81,0,0,-80,0,0,-72,0,-83,0,0,-83,0,0,0,0,0,-84,-70,-83,0,0,-85,-79,-75,-71,0,0,0,0,0,-80,0,0,-82,-84,0,-73,0,0,-77,0,-82,0,-80,1.15744,-1.281858
0,0,0,-78,0,-81,-73,0,0,0,-82,0,0,0,0,0,0,-81,-65,-80,0,0,0,-77,-73,-71,0,0,0,-81,0,0,0,0,-78,-78,0,-74,0,0,-79,0,0,0,-78,0.253799,-1.168108
0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,-81,-71,-81,0,0,0,0,-76,-78,0,0,0,0,0,0,0,0,0,-84,0,-65,0,0,-83,0,0,-82,-79,-0.00078,-1.231737
0,0,-87,-74,0,-82,-68,0,0,0,0,0,0,0,0,0,0,-74,-64,-70,0,0,0,0,-73,-71,0,0,0,-78,0,-81,0,0,0,0,0,-60,0,0,-78,0,-79,-83,-80,1.551767,0.891277
0,0,-83,-73,0,-81,-72,0,0,0,-81,-80,0,0,0,0,0,-79,-58,-80,0,0,0,0,-72,-69,0,0,0,-80,0,-70,0,0,-85,-84,-84,-64,0,0,-75,0,-81,0,-81,0.835424,1.629435
0,0,-82,-71,-77,-79,-65,-84,0,0,-80,0,0,0,0,0,0,-78,-55,-85,0,0,0,0,-70,-70,0,0,0,0,0,-77,0,0,-82,-81,0,-61,0,0,-75,0,-81,-84,-75,1.605509,2.333807
0,0,-85,-79,-82,-81,-80,0,0,0,-81,-82,0,-80,0,0,0,-82,-66,-80,0,0,0,0,-68,-75,0,0,0,-89,-84,-75,0,0,-85,-85,0,-59,0,0,-72,0,-82,0,-80,3.266977,1.771917
0,0,0,-83,0,-82,-72,-83,0,0,0,0,-81,0,0,0,0,-82,-69,-82,0,0,0,-82,-71,0,0,0,0,-75,0,-81,0,0,0,0,-88,-64,0,0,-80,0,-81,0,-81,3.447161,2.447821
0,0,0,-76,-80,0,-75,-78,0,0,0,0,0,-84,0,0,0,-81,-68,-81,-77,0,0,-86,-78,-75,0,-83,0,-73,-84,-75,0,0,0,0,0,-47,0,0,-75,0,0,-80,-84,2.758209,3.800787
0,0,0,0,0,0,-75,-82,0,0,0,0,-81,0,0,0,0,-81,-74,-81,-82,0,0,0,-80,-78,0,0,0,-81,0,-80,0,0,0,0,0,-61,0,0,-82,0,0,0,0,2.336727,4.830212
0,0,0,-83,0,0,-78,0,0,0,0,0,0,0,0,0,0,-83,-71,0,-87,0,0,0,-69,-82,0,0,0,-74,0,-83,0,0,0,0,0,-58,0,0,-82,0,0,0,0,1.231985,4.592012
0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,-81,-79,0,0,0,-82,0,-81,0,0,0,0,0,-69,0,0,-81,0,0,0,0,1.965576,5.62174
0,0,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,-83,-76,0,0,0,0,0,0,-91,0,0,0,-70,0,0,0,0,0,0,0,-76,0,0,-83,-82,0,0,0,0.971888,5.254431
0,0,0,0,0,0,-75,0,0,0,0,0,-83,0,0,0,0,0,-70,0,0,0,0,-85,-78,0,0,0,0,-73,0,-82,0,0,0,0,0,-62,0,0,-85,0,0,0,0,0.393896,3.300055
0,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,-83,-72,-82,0,0,0,0,-78,-76,0,0,0,0,0,-82,0,0,0,0,0,-62,0,0,-83,0,0,-82,0,1.415928,2.449802
0,0,0,-82,0,0,-69,0,0,0,0,0,0,0,0,0,0,-82,-72,-81,0,0,0,0,-72,-74,0,0,0,-78,0,-80,0,0,0,0,0,-60,0,0,-80,0,0,0,0,1.139286,2.180897
0,0,0,0,0,0,-78,0,0,0,0,0,-81,0,0,0,0,-83,-69,-80,0,0,0,0,-78,-78,0,0,0,-73,0,-81,0,0,0,0,0,-58,0,0,0,0,0,0,-81,-0.118509,3.519073
0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,-76,-84,0,0,0,-76,0,-82,0,0,0,0,0,-70,0,0,-81,-82,0,0,0,1.550064,5.215067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0,0,-77,-80,0,0,0,-74,0,-83,0,0,0,0,0,-64,0,0,-82,-82,0,0,0,3.25408,4.071527
0,0,0,0,0,0,-82,0,0,0,0,0,-83,0,0,-87,0,-83,-75,-83,-78,0,0,0,-78,-74,0,-82,0,-69,0,0,0,0,0,0,0,-56,0,0,-82,-83,0,0,0,3.912207,3.796978
0,0,0,-78,-79,-80,-77,-86,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,-76,-79,0,0,0,-70,0,-77,0,0,0,0,0,-65,0,0,-81,0,0,0,0,2.850048,2.455273
0,0,0,0,0,0,-73,0,0,0,0,0,-83,0,0,0,0,-82,-75,-81,-80,0,0,0,-74,-78,0,0,0,0,0,-79,0,0,0,0,0,-61,0,0,-79,0,0,0,-81,3.23707,1.865438
0,0,0,-77,0,-80,-72,-78,0,-79,-81,0,0,-81,0,0,0,-80,-70,-80,0,0,0,0,-74,-74,0,0,0,-76,-82,-68,0,0,0,0,0,-43,0,0,-76,0,0,-83,-76,2.393951,0.723011
0,0,0,0,0,-79,-77,-81,0,0,-81,0,0,0,0,0,0,-79,-61,-76,0,0,0,0,-70,-71,0,0,0,0,0,-70,0,0,0,0,0,-63,0,0,-74,0,0,0,-81,1.082214,0.542957
0,0,-82,-76,0,-79,-76,0,0,0,0,0,-82,-81,0,0,0,-82,-67,-80,0,0,0,-84,-70,-70,0,0,0,-73,0,-80,0,0,-82,-82,0,-74,0,0,-78,0,0,-81,-78,0.206364,1.365963
0,-83,-83,-71,0,-81,-73,-81,0,0,-81,0,0,0,0,0,0,-81,-58,-82,0,-80,-79,-83,-72,-74,0,0,0,0,0,-73,0,0,0,0,0,-66,0,0,-74,0,-82,-80,-73,0.967813,-0.255199
0,0,0,-80,0,-82,-77,0,0,0,-80,0,0,0,0,0,0,-83,-58,-82,0,0,0,0,-67,-75,0,0,0,0,0,-71,0,0,0,0,-82,-60,-82,0,-69,0,-84,-81,-78,2.320227,-0.711433
0,0,0,-84,-80,-78,-67,0,-81,0,-81,-82,0,0,0,0,0,-74,-68,-75,0,0,0,0,-74,-70,0,0,0,0,0,-80,0,0,0,0,0,-69,0,0,-71,0,-84,-81,-72,1.163559,-1.475618
0,0,-86,-83,0,-79,-72,0,0,0,-80,-81,0,-81,0,0,-83,-79,-70,-80,0,-81,-79,-83,-73,-69,0,0,-81,-79,0,0,0,0,-84,-83,0,-70,0,0,-78,0,0,-79,-78,0.80776,0.617706
0,0,0,-78,0,-82,-68,0,0,0,-82,0,0,0,0,0,0,-79,-64,-78,0,0,0,0,-75,-66,0,0,0,-79,0,-79,0,0,0,0,0,-60,0,0,-77,0,-83,-82,-74,2.305613,0.556387
0,0,0,-82,0,0,-76,0,0,0,0,0,0,0,0,0,0,-79,-64,-80,0,0,0,0,-71,-69,0,0,0,0,0,-79,0,0,0,0,0,-68,0,0,-71,0,0,0,-79,2.925121,1.34499
0,0,0,-77,0,-81,-72,-82,0,0,-80,0,0,0,0,0,0,-80,-65,-80,-79,0,0,-85,-70,-71,0,0,0,0,0,-82,0,0,0,0,0,-57,0,0,-79,0,0,-82,-79,3.915127,0.138538
0,0,0,0,0,-81,-78,-84,0,0,0,0,0,0,0,0,0,-76,-68,-78,0,0,0,0,-71,-71,0,0,0,-75,0,-84,0,0,0,0,0,-53,0,0,-77,0,-81,0,-80,4.125027,-0.097002
0,0,0,-81,0,-81,-79,-83,0,0,0,0,0,0,0,0,0,-80,-78,-81,-82,0,0,0,-73,-74,0,0,0,-82,0,-82,0,0,0,0,0,-59,0,0,-74,0,0,0,0,4.117556,-0.059807
0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,-81,-78,-81,0,0,0,0,-75,-70,0,0,0,-82,0,0,0,0,0,0,0,-56,0,0,0,0,0,0,-83,4.113159,-0.019474
0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,-82,-71,-82,0,0,0,0,-78,-73,0,0,0,-76,0,-83,0,0,0,0,0,-57,0,0,-77,0,0,0,0,4.105072,-0.033665
